midi_file,path,composer,piano_roll_file
Bwv009.7.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv009.7.npy
051000b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,051000b_.npy
035500b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,035500b_.npy
034500b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,034500b_.npy
Bwv019.7ch.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv019.7ch.npy
026700ba.mid,./data/Bach/Bwv001- 400 Chorales,Bach,026700ba.npy
024503b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024503b_.npy
006606b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,006606b_.npy
030800b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,030800b_.npy
027000b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,027000b_.npy
031800b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,031800b_.npy
026000b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,026000b_.npy
006507b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,006507b_.npy
042500b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,042500b_.npy
007507b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,007507b_.npy
043500b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,043500b_.npy
065900b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,065900b_.npy
Bwv010.7.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv010.7.npy
064900b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,064900b_.npy
Bwv029.8ch.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv029.8ch.npy
015905b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,015905b_.npy
Bwv020.11.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv020.11.npy
022703b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,022703b_.npy
Bwv012.7.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv012.7.npy
008807b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,008807b_.npy
014500ba.mid,./data/Bach/Bwv001- 400 Chorales,Bach,014500ba.npy
019007ch.mid,./data/Bach/Bwv001- 400 Chorales,Bach,019007ch.npy
022701b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,022701b_.npy
014907b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,014907b_.npy
025600b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,025600b_.npy
004606bs.mid,./data/Bach/Bwv001- 400 Chorales,Bach,004606bs.npy
040300b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,040300b_.npy
041300b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,041300b_.npy
004006b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,004006b_.npy
039700b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,039700b_.npy
038700b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,038700b_.npy
010602b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,010602b_.npy
040400bv.mid,./data/Bach/Bwv001- 400 Chorales,Bach,040400bv.npy
024415bv.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024415bv.npy
037300b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,037300b_.npy
036300b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,036300b_.npy
016506b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,016506b_.npy
073800b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,073800b_.npy
065000b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,065000b_.npy
Bwv036(2).4.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv036(2).4.npy
024440b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024440b_.npy
Bwv024.6s.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv024.6s.npy
014608b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,014608b_.npy
031100b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,031100b_.npy
026900b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,026900b_.npy
030100b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,030100b_.npy
027900b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,027900b_.npy
011407b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,011407b_.npy
024864qt.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024864qt.npy
011909b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,011909b_.npy
014001b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,014001b_.npy
Bwv016.6.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv016.6.npy
038600b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,038600b_.npy
006704b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,006704b_.npy
039600b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,039600b_.npy
041200b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,041200b_.npy
040200b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,040200b_.npy
004207b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,004207b_.npy
025700b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,025700b_.npy
004106b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,004106b_.npy
013906b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,013906b_.npy
024444b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024444b_.npy
007305bv.mid,./data/Bach/Bwv001- 400 Chorales,Bach,007305bv.npy
015105b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,015105b_.npy
Bwv014.5.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv014.5.npy
Bwv032.6.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv032.6.npy
Bwv001.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv001.npy
024425b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024425b_.npy
036200b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,036200b_.npy
037200b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,037200b_.npy
009005b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,009005b_.npy
065100b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,065100b_.npy
009709ch.mid,./data/Bach/Bwv001- 400 Chorales,Bach,009709ch.npy
016406b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,016406b_.npy
011606b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,011606b_.npy
027800b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,027800b_.npy
030000b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,030000b_.npy
026800b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,026800b_.npy
031000b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,031000b_.npy
024540b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024540b_.npy
024505b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024505b_.npy
017507ch.mid,./data/Bach/Bwv001- 400 Chorales,Bach,017507ch.npy
007011ch.mid,./data/Bach/Bwv001- 400 Chorales,Bach,007011ch.npy
006906ba.mid,./data/Bach/Bwv001- 400 Chorales,Bach,006906ba.npy
032600b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,032600b_.npy
009106ch.mid,./data/Bach/Bwv001- 400 Chorales,Bach,009106ch.npy
033600b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,033600b_.npy
013006b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,013006b_.npy
012006b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,012006b_.npy
011308b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,011308b_.npy
022707b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,022707b_.npy
066700b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,066700b_.npy
Bwv030.6.mid,./data/Bach/Bwv001- 400 Chorales,Bach,Bwv030.6.npy
034400b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,034400b_.npy
035400b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,035400b_.npy
003907b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,003907b_.npy
028500b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,028500b_.npy
029500b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,029500b_.npy
009801b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,009801b_.npy
017705b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,017705b_.npy
024462b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024462b_.npy
007706b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,007706b_.npy
018305b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,018305b_.npy
043400b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,043400b_.npy
042400b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,042400b_.npy
026100b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,026100b_.npy
031900b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,031900b_.npy
027100b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,027100b_.npy
030900b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,030900b_.npy
024403b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024403b_.npy
024446b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,024446b_.npy
018405bv.mid,./data/Bach/Bwv001- 400 Chorales,Bach,018405bv.npy
064800b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,064800b_.npy
065800b_.mid,./data/Bach/Bwv001- 400 Chorales,Bach,065800b_.npy
bsgjg_h.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_h.npy
bsgjg_i.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_i.npy
bsgjg_k.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_k.npy
bsgjg_j.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_j.npy
bsgjg_l.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_l.npy
bsgjg_a.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_a.npy
bsgjg_b.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_b.npy
bsgjg_c.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_c.npy
bsgjg_g.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_g.npy
bsgjg_f.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_f.npy
bsgjg_d.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_d.npy
bsgjg_e.mid,./data/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations,Bach,bsgjg_e.npy
Mirror Fugue n1.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Mirror Fugue n1.npy
Mirror Fugue n2.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Mirror Fugue n2.npy
Canon Fugue n4.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Canon Fugue n4.npy
Counter Fugue n1.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Counter Fugue n1.npy
Canon Fugue n1.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Canon Fugue n1.npy
Counter Fugue n2.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Counter Fugue n2.npy
Canon Fugue n2.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Canon Fugue n2.npy
Canon Fugue n3.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Canon Fugue n3.npy
Counter Fugue n3.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Counter Fugue n3.npy
Double Fugue n2.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Double Fugue n2.npy
Double Fugue n1.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Double Fugue n1.npy
Unfinished Fugue.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Unfinished Fugue.npy
Simple Fugue Regular Subject n2.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Simple Fugue Regular Subject n2.npy
Simple Fugue Regular Subject n1.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Simple Fugue Regular Subject n1.npy
Triple Fugue n1.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Triple Fugue n1.npy
The Art of the Fugue BWV1080.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,The Art of the Fugue BWV1080.npy
Triple Fugue n2.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Triple Fugue n2.npy
Simple Fugue Inverted Subject n1.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Simple Fugue Inverted Subject n1.npy
Simple Fugue Inverted Subject n2.mid,./data/Bach/Bwv1080 The Art Of Fugue,Bach,Simple Fugue Inverted Subject n2.npy
Bwv0796 Sinfonia n10.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0796 Sinfonia n10.npy
Bwv0789 Sinfonia n3.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0789 Sinfonia n3.npy
Bwv0799 Sinfonia n13.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0799 Sinfonia n13.npy
Bwv0795 Sinfonia n9.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0795 Sinfonia n9.npy
Bwv0790 Sinfonia n4.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0790 Sinfonia n4.npy
Bwv0797 Sinfonia n11.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0797 Sinfonia n11.npy
Bwv0791 Sinfonia n5.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0791 Sinfonia n5.npy
Bwv0794 Sinfonia n8.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0794 Sinfonia n8.npy
Bwv0798 Sinfonia n12.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0798 Sinfonia n12.npy
Bwv0788 Sinfonia n2.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0788 Sinfonia n2.npy
Bwv0787 Sinfonia n1.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0787 Sinfonia n1.npy
Bwv0793 Sinfonia n7.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0793 Sinfonia n7.npy
Bwv0800 Sinfonia n14.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0800 Sinfonia n14.npy
Bwv0792 Sinfonia n6.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0792 Sinfonia n6.npy
Bwv0801 Sinfonia n15.mid,./data/Bach/Bwv787-801 Three Part Inventions (Sinfonias),Bach,Bwv0801 Sinfonia n15.npy
Bwv781 Invention n10.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv781 Invention n10.npy
Bwv778 Invention n07.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv778 Invention n07.npy
Bwv779 Invention n08 .mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv779 Invention n08 .npy
Bwv782 Invention n11.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv782 Invention n11.npy
Bwv784 Invention n13 .mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv784 Invention n13 .npy
Bwv786 Invention n15.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv786 Invention n15.npy
Bwv776 Invention n05.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv776 Invention n05.npy
Bwv772 Invention n01.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv772 Invention n01.npy
Bwv777 Invention n06.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv777 Invention n06.npy
Bwv773 Invention n02.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv773 Invention n02.npy
Bwv780 Invention n09 .mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv780 Invention n09 .npy
Bwv783 Invention n12 .mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv783 Invention n12 .npy
Bwv785 Invention n14 .mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv785 Invention n14 .npy
Bwv774 Invention n03.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv774 Invention n03.npy
Bwv775 Invention n04.mid,./data/Bach/Bwv772-786 Two Part Inventions,Bach,Bwv775 Invention n04.npy
invent11.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent11.npy
invent4.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent4.npy
invent5.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent5.npy
invent10.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent10.npy
invent12.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent12.npy
invent13.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent13.npy
invent2.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent2.npy
invent3.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent3.npy
invent14.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent14.npy
invent1.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent1.npy
invent15.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent15.npy
invent8.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent8.npy
invent9.mid,./data/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions,Bach,invent9.npy
16 Marche.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,16 Marche.npy
12 Polonaise.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,12 Polonaise.npy
05 Polonaise.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,05 Polonaise.npy
02 Menuet.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,02 Menuet.npy
13 Marche.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,13 Marche.npy
08 Polonaise.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,08 Polonaise.npy
11 Marche.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,11 Marche.npy
03 Menuet.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,03 Menuet.npy
15 Musette.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,15 Musette.npy
06 Menuet.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,06 Menuet.npy
14 Polonaise.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,14 Polonaise.npy
01 Menuet.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,01 Menuet.npy
07 Rondo.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,07 Rondo.npy
10 Menuet.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,10 Menuet.npy
09 Menuet.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,09 Menuet.npy
17 Polonaise.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,17 Polonaise.npy
04 Menuet.mid,./data/Bach/Bwv ''Little Notebook for Anna Magdalena Bach'',Bach,04 Menuet.npy
Variation 23.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 23.npy
Variation 22.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 22.npy
Variation 20.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 20.npy
Variation 08.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 08.npy
Variation 09.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 09.npy
Variation 21.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 21.npy
Variation 19.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 19.npy
Variation 25.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 25.npy
Variation 30.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 30.npy
Variation 24.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 24.npy
Variation 18.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 18.npy
Variation 26.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 26.npy
Variation 27.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 27.npy
Bwv1087 14 Canons.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Bwv1087 14 Canons.npy
Variation 00 Aria .mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 00 Aria .npy
Variation 16.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 16.npy
Variation 02.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 02.npy
Variation 03.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 03.npy
Variation 17.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 17.npy
Variation 01.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 01.npy
Variation 15.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 15.npy
Variation 29.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 29.npy
Variation 28.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 28.npy
Variation 14.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 14.npy
Variation 04.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 04.npy
Variation 10.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 10.npy
Variation 11.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 11.npy
Variation 05.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 05.npy
Variation 13.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 13.npy
Variation 07.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 07.npy
Variation 06.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 06.npy
Variation 12.mid,./data/Bach/Bwv988 The Goldberg Variations,Bach,Variation 12.npy
Bwv1054 Harpsichord Concerto n3 3mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1054 Harpsichord Concerto n3 3mov.npy
Bwv1064 Three Harpsichords Concerto n2 3mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1064 Three Harpsichords Concerto n2 3mov.npy
Bwv1057 Harpsichord Concerto n6 2mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1057 Harpsichord Concerto n6 2mov.npy
Bwv1064 Three Harpsichords Concerto n2 1mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1064 Three Harpsichords Concerto n2 1mov.npy
Bwv1054 Harpsichord Concerto n3 1mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1054 Harpsichord Concerto n3 1mov.npy
Bwv1055 Harpsichord Concerto n4 2mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1055 Harpsichord Concerto n4 2mov.npy
Bwv1052 Harpsichord Concerto n1 1mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1052 Harpsichord Concerto n1 1mov.npy
Bwv1053 Harpsichord Concerto n2 1mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1053 Harpsichord Concerto n2 1mov.npy
Bwv1056 Harpsichord Concerto n5.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1056 Harpsichord Concerto n5.npy
Bwv1058 Harpsichord Concerto n7 2mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1058 Harpsichord Concerto n7 2mov.npy
Bwv1063 Three Harpsichords Concerto n1.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1063 Three Harpsichords Concerto n1.npy
Bwv1053 Harpsichord Concerto n2 3mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1053 Harpsichord Concerto n2 3mov.npy
Bwv1052 Harpsichord Concerto n1 3mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1052 Harpsichord Concerto n1 3mov.npy
Bwv1060 Two Harpsichords Concerto n1.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1060 Two Harpsichords Concerto n1.npy
Bwv1064 Three Harpsichords Concerto n2 2mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1064 Three Harpsichords Concerto n2 2mov.npy
Bwv1054 Harpsichord Concerto n3 2mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1054 Harpsichord Concerto n3 2mov.npy
Bwv1062 Two Harpsichords Concerto n3.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1062 Two Harpsichords Concerto n3.npy
Bwv1057 Harpsichord Concerto n6 3mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1057 Harpsichord Concerto n6 3mov.npy
Bwv1058 Harpsichord Concerto n7 1mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1058 Harpsichord Concerto n7 1mov.npy
Bwv1065 Four Harpsichords Concerto.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1065 Four Harpsichords Concerto.npy
Bwv1061 Two Harpsichords Concerto n2.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1061 Two Harpsichords Concerto n2.npy
Bwv1055 Harpsichord Concerto n4 3mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1055 Harpsichord Concerto n4 3mov.npy
Bwv1052 Harpsichord Concerto n1 2mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1052 Harpsichord Concerto n1 2mov.npy
Bwv1053 Harpsichord Concerto n2 2mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1053 Harpsichord Concerto n2 2mov.npy
Bwv1052 Harpsichord Concerto n1b.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1052 Harpsichord Concerto n1b.npy
Bwv1055 Harpsichord Concerto n4 1mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1055 Harpsichord Concerto n4 1mov.npy
